sample_id,domain,dataset,material,physical_group,temperature_value,temperature_unit,temperature_semantics,channel,amplitude_unit,sample_count,dt_s,sampling_rate_hz,time_start_s,time_end_s,duration_s,mean,std,rms,peak_abs,peak_to_peak,energy_mean_square,crest_factor,skewness,kurtosis,zero_crossing_rate,peak_time_s,peak_time_fraction,dominant_frequency_hz,dominant_frequency_fraction,spectral_centroid_hz,spectral_centroid_fraction,spectral_bandwidth_hz,spectral_bandwidth_fraction,acquisition_batch,acquisition_date
wumu/case_0876_T1352p252K,simulation,wumu,wumu,wumu/case_0876_T1352p252K,1352.252,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3160,6.329113924050572e-09,158000000.00000152,6.3291139240506335e-09,2e-05,1.999367088607595e-05,-63.56719836910959,19617.309083901077,19617.412074022817,80630.80369798088,158575.4436212452,384842856.48201627,4.110165163158875,0.002519903748560162,6.846347664197568,0.030389363722697058,4.89240506329114e-06,0.24438113327002217,2650000.0000000256,0.03354430379746835,2536211.629815872,0.03210394468121326,657580.8215324351,0.0083238078674991,,
wumu/case_0877_T1353p453K,simulation,wumu,wumu,wumu/case_0877_T1353p453K,1353.453,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3159,6.33111744222855e-09,157950000.0000001,6.331117442228554e-09,2e-05,1.9993668882557774e-05,-65.3240020158674,19617.717408232096,19617.826167404277,80584.3826003942,158480.91674586275,384859103.534492,4.107712134501836,0.0026611574059494363,6.847839293885107,0.030398986700443317,4.887622665400443e-06,0.24414186193793538,2650000.0000000014,0.03355492244381133,2535563.434849296,0.032105899776502626,646083.6033284243,0.008180862340340917,,
wumu/case_0878_T1354p655K,simulation,wumu,wumu,wumu/case_0878_T1354p655K,1354.655,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3159,6.33111744222855e-09,157950000.0000001,6.331117442228554e-09,2e-05,1.9993668882557774e-05,-67.04580455700854,19618.270755812177,19618.385320618614,80597.57122424958,158517.99062698323,384881042.5882639,4.108267316961238,0.0028054723085388566,6.849280105139438,0.030398986700443317,4.893953782842672e-06,0.24445851804939833,2650000.0000000014,0.03355492244381133,2534916.202410962,0.0320977043673436,634581.9852071648,0.008035226150138202,,
wumu/case_0879_T1355p856K,simulation,wumu,wumu,wumu/case_0879_T1355p856K,1355.856,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3159,6.33111744222855e-09,157950000.0000001,6.331117442228554e-09,2e-05,1.9993668882557774e-05,-68.72681071650877,19618.872137170853,19618.992515141294,80622.32801208216,158564.85847930884,384904867.3091701,4.109402047524127,0.002952055854710002,6.850667736568409,0.030398986700443317,4.893953782842672e-06,0.24445851804939833,2650000.0000000014,0.03355492244381133,2534269.040161182,0.03208950984692853,622861.4706817474,0.007886818242250675,,
wumu/case_0880_T1357p057K,simulation,wumu,wumu,wumu/case_0880_T1357p057K,1357.057,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3159,6.33111744222855e-09,157950000.0000001,6.331117442228554e-09,2e-05,1.9993668882557774e-05,-70.36600558974176,19619.521552226954,19619.647736721487,80645.26510735878,158608.13105208465,384930577.31304055,4.110433897160015,0.0031005414401422335,6.85200151531303,0.030398986700443317,4.893953782842672e-06,0.24445851804939833,2650000.0000000014,0.03355492244381133,2533623.5060661756,0.03208133594259163,610938.6589895932,0.0077358488001214665,,
wumu/case_0881_T1358p258K,simulation,wumu,wumu,wumu/case_0881_T1358p258K,1358.258,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3159,6.33111744222855e-09,157950000.0000001,6.331117442228554e-09,2e-05,1.9993668882557774e-05,-71.96239814255486,19620.218877350526,19620.350847573758,80666.37996290755,158647.80443253217,384958167.38188833,4.111362767648098,0.003250541921508835,6.853280907176004,0.030398986700443317,4.893953782842672e-06,0.24445851804939833,2650000.0000000014,0.03355492244381133,2532981.1540134186,0.03207320233002111,598831.2625595507,0.007582542102685032,,
wumu/case_0882_T1359p459K,simulation,wumu,wumu,wumu/case_0882_T1359p459K,1359.459,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3158,6.3331222292587055e-09,157900000.00000796,6.333122229259026e-09,2e-05,1.999366687777074e-05,-73.51089037301233,19620.865892488328,19621.003598746298,80624.7331753057,158558.355983085,384983782.2220152,4.109103429370824,0.0034011753297212063,6.854504821218317,0.030408615774469433,4.889170360987968e-06,0.24421919543870768,2650000.0000001336,0.03356554781507283,2532346.3139431393,0.03207531746602928,586650.0782316247,0.007430653302490122,,
wumu/case_0883_T1360p661K,simulation,wumu,wumu,wumu/case_0883_T1360p661K,1360.661,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3158,6.3331222292587055e-09,157900000.00000796,6.333122229259026e-09,2e-05,1.999366687777074e-05,-75.01893204906474,19621.658083242375,19621.80149160206,80632.21941101608,158589.6764072314,385015093.7758367,4.109317864902766,0.00355297116047588,6.855674554324631,0.030408615774469433,4.895503483217227e-06,0.24453595185302507,2650000.0000001336,0.03356554781507283,2531714.849233675,0.032067319179652276,574229.4441520461,0.007273330514908387,,
wumu/case_0884_T1361p862K,simulation,wumu,wumu,wumu/case_0884_T1361p862K,1361.862,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3158,6.3331222292587055e-09,157900000.00000796,6.333122229259026e-09,2e-05,1.999366687777074e-05,-76.48136546260604,19622.49714239356,19622.64619011683,80657.30197298127,158636.8139087326,385048243.5025065,4.110419216221981,0.003705018467174724,6.856789160174598,0.030408615774469433,4.895503483217227e-06,0.24453595185302507,2650000.0000001336,0.03356554781507283,2531091.1447098185,0.03205941918568323,561684.2965226201,0.007114430608265888,,
wumu/case_0885_T1363p063K,simulation,wumu,wumu,wumu/case_0885_T1363p063K,1363.063,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3158,6.3331222292587055e-09,157900000.00000796,6.333122229259026e-09,2e-05,1.999366687777074e-05,-77.89731251052734,19623.382495252474,19623.537105890915,80680.5599126366,158680.34614277148,385083208.5462776,4.1114178079759425,0.003856868588164293,6.857848699139259,0.030408615774469433,4.895503483217227e-06,0.24453595185302507,2650000.0000001336,0.03356554781507283,2530476.6876664786,0.032051636322563026,549037.3891527392,0.006954241787874751,,
wumu/case_0886_T1364p264K,simulation,wumu,wumu,wumu/case_0886_T1364p264K,1364.264,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3157,6.335128286347744e-09,157850000.00000134,6.335128286347799e-09,2e-05,1.9993664871713654e-05,-79.26226436522232,19624.21485712229,19624.374926734647,80674.72638083714,158627.23467630724,385116091.2650515,4.110945020263166,0.004007589379429648,6.858853298776388,0.030418250950570342,4.890719037060501e-06,0.24429657794676807,2650000.000000023,0.033576179917643334,2529872.10370281,0.0320541286500195,536166.4514736587,0.006793366505842941,,
wumu/case_0887_T1365p465K,simulation,wumu,wumu,wumu/case_0887_T1365p465K,1365.465,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3157,6.335128286347744e-09,157850000.00000134,6.335128286347799e-09,2e-05,1.9993664871713654e-05,-80.58284607401673,19625.190493146136,19625.35593275584,80665.04121437435,158635.84242861392,385154595.4873548,4.110246025130163,0.004157665414619741,6.859803677769615,0.029784537389100127,4.890719037060501e-06,0.24429657794676807,2650000.000000023,0.033576179917643334,2529280.6131987087,0.032046634313572214,523398.93058690545,0.006631598740410529,,
wumu/case_0888_T1366p667K,simulation,wumu,wumu,wumu/case_0888_T1366p667K,1366.667,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3157,6.335128286347744e-09,157850000.00000134,6.335128286347799e-09,2e-05,1.9993664871713654e-05,-81.85448609646316,19626.210046784745,19626.38074015198,80666.91617964114,158661.49535172962,385194820.9574086,4.110126938208806,0.004306149172620074,6.860700137663397,0.029784537389100127,4.897054165346849e-06,0.24461343472750316,2650000.000000023,0.033576179917643334,2528702.6483420334,0.03203931135054814,510607.4832100927,0.0064695278202101785,,
wumu/case_0889_T1367p868K,simulation,wumu,wumu,wumu/case_0889_T1367p868K,1367.868,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3157,6.335128286347744e-09,157850000.00000134,6.335128286347799e-09,2e-05,1.9993664871713654e-05,-83.07642420382344,19627.272507359783,19627.448325506295,80692.32061247944,158708.89341074467,385236727.77041984,4.111197710179066,0.0044525661087100234,6.861543390551646,0.029784537389100127,4.897054165346849e-06,0.24461343472750316,2650000.000000023,0.033576179917643334,2528139.5674809716,0.032032176971567315,497821.7637380327,0.00630752947403267,,
wumu/case_0890_T1369p069K,simulation,wumu,wumu,wumu/case_0890_T1369p069K,1369.069,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3157,6.335128286347744e-09,157850000.00000134,6.335128286347799e-09,2e-05,1.9993664871713654e-05,-84.2479346076806,19628.376774044347,19628.557575591978,80715.89547408638,158752.676186527,385280272.49832916,4.112166427066257,0.004596441650330121,6.862334316133134,0.029784537389100127,4.897054165346849e-06,0.24461343472750316,2650000.000000023,0.033576179917643334,2527592.6872607195,0.03202524785886218,485073.5548121801,0.006146006396099791,,
wumu/case_0891_T1370p270K,simulation,wumu,wumu,wumu/case_0891_T1370p270K,1370.27,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3156,6.33713561470237e-09,157799999.99999464,6.337135614702155e-09,2e-05,1.99936628643853e-05,-85.36530281175911,19629.422345981908,19629.60796531245,80714.74077331714,158702.4707495918,385321508.87185806,4.111887558628193,0.004736861363137295,6.863074579661015,0.029160063391442156,4.892268694550064e-06,0.24437400950871635,2649999.999999909,0.03358681875792141,2527065.1424849364,0.03202870903022842,472467.4909167436,0.005988181126955128,,
wumu/case_0892_T1371p471K,simulation,wumu,wumu,wumu/case_0892_T1371p471K,1371.471,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3156,6.33713561470237e-09,157799999.99999464,6.337135614702155e-09,2e-05,1.99936628643853e-05,-86.43403677026414,19630.60639323351,19630.796677892948,80705.30874232444,158713.3776880179,385368178.2087727,4.111158098499896,0.004874250597621727,6.863764288396639,0.029160063391442156,4.892268694550064e-06,0.24437400950871635,2649999.999999909,0.03358681875792141,2526554.3325157403,0.032022234886132143,459896.7905300284,0.0058288566607103175,,
wumu/case_0893_T1372p673K,simulation,wumu,wumu,wumu/case_0893_T1372p673K,1372.673,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3156,6.33713561470237e-09,157799999.99999464,6.337135614702155e-09,2e-05,1.99936628643853e-05,-87.45035543564815,19631.82834874447,19632.023122419985,80701.66398087144,158733.44943182764,385416331.879233,4.11071561385384,0.005007697323352585,6.864405301101195,0.029160063391442156,4.898605830164766e-06,0.2446909667194929,2649999.999999909,0.03358681875792141,2526063.4032766977,0.032016012715802074,447474.2562871665,0.005671410092359717,,
wumu/case_0894_T1373p874K,simulation,wumu,wumu,wumu/case_0894_T1373p874K,1373.874,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3156,6.33713561470237e-09,157799999.99999464,6.337135614702155e-09,2e-05,1.99936628643853e-05,-88.41365893496,19633.086737107187,19633.285812666723,80727.38635717887,158781.09890019966,385465911.8018604,4.111761379498501,0.005136748944911858,6.864999150792516,0.029160063391442156,4.898605830164766e-06,0.2446909667194929,2649999.999999909,0.03358681875792141,2525593.4823084665,0.032010056809994324,435242.6583818884,0.005516383502939204,,
wumu/case_0895_T1375p075K,simulation,wumu,wumu,wumu/case_0895_T1375p075K,1375.075,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3156,6.33713561470237e-09,157799999.99999464,6.337135614702155e-09,2e-05,1.99936628643853e-05,-89.32338309130846,19634.37999313719,19634.583173107414,80751.27417645433,158825.12300471528,385516856.38167286,4.112706313371381,0.005260964636996364,6.865547532725963,0.029160063391442156,4.898605830164766e-06,0.2446909667194929,2649999.999999909,0.03358681875792141,2525145.641131923,0.03200438074945512,423248.02909425437,0.005364360318051569,,
wumu/case_0896_T1376p276K,simulation,wumu,wumu,wumu/case_0896_T1376p276K,1376.276,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3155,6.339144215530876e-09,157750000.0000007,6.3391442155309035e-09,2e-05,1.999366085578447e-05,-90.17666624086371,19635.606573791214,19635.813641197736,80754.72084926718,158777.65760856948,385565177.3518471,4.112624122681445,0.005379537684629313,6.866053537079859,0.029169308814204185,4.893819334389858e-06,0.24445149017121115,2650000.0000000116,0.03359746434231379,2524720.982015512,0.03200914081794613,411481.5270245811,0.00521688148367137,,
wumu/case_0897_T1377p477K,simulation,wumu,wumu,wumu/case_0897_T1377p477K,1377.477,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3155,6.339144215530876e-09,157750000.0000007,6.3391442155309035e-09,2e-05,1.999366085578447e-05,-90.97781707654602,19636.964454470202,19637.17520289836,80745.5377436974,158790.96324400726,385618649.9493262,4.111871331258465,0.0054928316915123,6.866516789013128,0.029169308814204185,4.893819334389858e-06,0.24445149017121115,2650000.0000000116,0.03359746434231379,2524320.3260288984,0.03200406118578621,400121.10449982656,0.005072850770203801,,
wumu/case_0898_T1378p679K,simulation,wumu,wumu,wumu/case_0898_T1378p679K,1378.679,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3155,6.339144215530876e-09,157750000.0000007,6.3391442155309035e-09,2e-05,1.999366085578447e-05,-91.7239011823083,19638.352054436284,19638.566258462706,80736.46529707436,158805.54060298775,385673284.6880298,4.111118104779323,0.005600058821075048,6.866940550688396,0.029169308814204185,4.9001584786053885e-06,0.2447685478757134,2650000.0000000116,0.03359746434231379,2523944.5961244428,0.031999297573685345,389156.33583086083,0.004933836270438785,,
wumu/case_0899_T1379p880K,simulation,wumu,wumu,wumu/case_0899_T1379p880K,1379.88,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3155,6.339144215530876e-09,157750000.0000007,6.3391442155309035e-09,2e-05,1.999366085578447e-05,-92.41449017038727,19639.767504103613,19639.98493006646,80762.50164472312,158853.43222747772,385729008.0532377,4.112146823549005,0.0057008452878447545,6.867327099128946,0.029169308814204185,4.9001584786053885e-06,0.2447685478757134,2650000.0000000116,0.03359746434231379,2523594.616995946,0.031994860437349414,378647.17002971773,0.0048005980352420425,,
wumu/case_0900_T1381p081K,simulation,wumu,wumu,wumu/case_0900_T1381p081K,1381.081,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3154,6.341154090044095e-09,157700000.00000727,6.341154090044389e-09,2e-05,1.9993658845909958e-05,-93.04745051467835,19641.108567970194,19641.328967430883,80801.74375900855,158870.51129327202,385781803.6068395,4.113863369072095,0.005794529973828901,6.867680483320052,0.029178560101490645,4.895370957514269e-06,0.24452901998097054,2650000.0000001225,0.03360811667723526,2523272.011305591,0.032000913269568484,368697.5898204363,0.00467593645935852,,
wumu/case_0901_T1382p282K,simulation,wumu,wumu,wumu/case_0901_T1382p282K,1382.282,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3154,6.341154090044095e-09,157700000.00000727,6.341154090044389e-09,2e-05,1.9993658845909958e-05,-93.62606384593688,19642.573826116673,19642.7969585361,80794.66859663365,158852.79608400003,385839472.354275,4.113195731095872,0.005881423496244688,6.868000019708037,0.029178560101490645,4.895370957514269e-06,0.24452901998097054,2650000.0000001225,0.03360811667723526,2522975.619792316,0.03199715434105516,359287.53431542596,0.004556595235452244,,
wumu/case_0902_T1383p483K,simulation,wumu,wumu,wumu/case_0902_T1383p483K,1383.483,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3154,6.341154090044095e-09,157700000.00000727,6.341154090044389e-09,2e-05,1.9993658845909958e-05,-94.1481174023237,19644.06100869053,19644.286619298902,80785.73018902377,158868.60050364473,385897996.78116596,4.1124288071453,0.005960894110687848,6.86828989812097,0.029178560101490645,4.895370957514269e-06,0.24452901998097054,2650000.0000001225,0.03360811667723526,2522707.0373531356,0.03199374809578972,350529.66694536386,0.004445525262464777,,
wumu/case_0903_T1384p685K,simulation,wumu,wumu,wumu/case_0903_T1384p685K,1384.685,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3154,6.341154090044095e-09,157700000.00000727,6.341154090044389e-09,2e-05,1.9993658845909958e-05,-94.61332829394222,19645.568039545342,19645.79586777528,80774.92664640819,158881.37475251898,385957295.2782963,4.111562961870237,0.006032665322506395,6.868552854632358,0.029178560101490645,4.895370957514269e-06,0.24452901998097054,2650000.0000001225,0.03360811667723526,2522466.8064998835,0.03199070141407441,342492.81794504455,0.004343599466645894,,
wumu/case_0904_T1385p886K,simulation,wumu,wumu,wumu/case_0904_T1385p886K,1385.886,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3154,6.341154090044095e-09,157700000.00000727,6.341154090044389e-09,2e-05,1.9993658845909958e-05,-95.02144898206399,19647.09279832145,19647.32257844873,80797.66890865302,158925.89516419437,386017284.5016212,4.112400994386914,0.006096488433921971,6.868791716367036,0.029178560101490645,4.901712111604313e-06,0.24484617824294325,2650000.0000001225,0.03360811667723526,2522255.3964445936,0.03198802024660085,335245.52408540394,0.004251687052446271,,
wumu/case_0905_T1387p087K,simulation,wumu,wumu,wumu/case_0905_T1387p087K,1387.087,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3153,6.3431652394545555e-09,157649999.99999833,6.3431652394544885e-09,2e-05,1.999365683476055e-05,-95.37128479350488,19648.532418094008,19648.763876306683,80841.41548153298,158945.49760093616,386073921.86685437,4.114325765755423,0.0061519403005587565,6.8690113875653855,0.02918781725888325,4.896923564858865e-06,0.24460659898477155,2649999.9999999716,0.03361877576910878,2522073.3487131754,0.03199585599382432,328852.74517606624,0.00417193460420006,,
wumu/case_0906_T1388p288K,simulation,wumu,wumu,wumu/case_0906_T1388p288K,1388.288,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3153,6.3431652394545555e-09,157649999.99999833,6.3431652394544885e-09,2e-05,1.999365683476055e-05,-95.66478401739309,19650.08608155533,19650.31894813506,80834.58598924441,158929.68500001158,386135034.7634357,4.113652618188985,0.0061992615981417394,6.869210904454736,0.02918781725888325,4.896923564858865e-06,0.24460659898477155,2649999.9999999716,0.03361877576910878,2521920.650673345,0.031993918816027554,323383.2013479705,0.00410254616362796,,
wumu/case_0907_T1389p489K,simulation,wumu,wumu,wumu/case_0907_T1389p489K,1389.489,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3153,6.3431652394545555e-09,157649999.99999833,6.3431652394544885e-09,2e-05,1.999365683476055e-05,-95.90067185744957,19651.650924252117,19651.884921999765,80825.88799449247,158946.29073250055,386196580.9875217,4.112882215385357,0.006238067672567698,6.869395243183016,0.02918781725888325,4.896923564858865e-06,0.24460659898477155,2649999.9999999716,0.03361877576910878,2521797.7217540396,0.03199235929913183,318888.1878718139,0.0040455209371622865,,
wumu/case_0908_T1390p691K,simulation,wumu,wumu,wumu/case_0908_T1390p691K,1390.691,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3153,6.3431652394545555e-09,157649999.99999833,6.3431652394544885e-09,2e-05,1.999365683476055e-05,-96.0788478579331,19653.224716387856,19653.45956562977,80815.31958979186,158959.22276603605,386258472.8978444,4.112014951867444,0.006268231515553205,6.869567486795712,0.02918781725888325,4.896923564858865e-06,0.24460659898477155,2649999.9999999716,0.03361877576910878,2521704.7289200667,0.03199117956130788,315416.05667521467,0.004001472333336099,,
wumu/case_0909_T1391p892K,simulation,wumu,wumu,wumu/case_0909_T1391p892K,1391.892,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3152,6.345177664974361e-09,157600000.0000064,6.34517766497462e-09,2e-05,1.9993654822335027e-05,-96.19887913009363,19654.704283124676,19654.939701800802,80885.77936565348,159034.28365332115,386316654.68142545,4.11529013025884,0.006289547146837998,6.869732879468701,0.028879720723579815,4.898477157360406e-06,0.24468422722945096,2650000.000000108,0.033629441624365486,2521641.727272525,0.03200052953391399,313010.0214780794,0.003972208394391709,,
wumu/case_0910_T1393p093K,simulation,wumu,wumu,wumu/case_0910_T1393p093K,1393.093,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3152,6.345177664974361e-09,157600000.0000064,6.34517766497462e-09,2e-05,1.9993654822335027e-05,-96.26163142282721,19656.289204544348,19656.524911447872,80881.06307141403,159020.44692172276,386378971.5943708,4.1147183154591715,0.0063021977145311,6.869890322174996,0.028879720723579815,4.898477157360406e-06,0.24468422722945096,2650000.000000108,0.033629441624365486,2521608.7168703186,0.032000110620180405,311682.0183418899,0.003955355562714178,,
wumu/case_0911_T1394p294K,simulation,wumu,wumu,wumu/case_0911_T1394p294K,1394.294,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3152,6.345177664974361e-09,157600000.0000064,6.34517766497462e-09,2e-05,1.9993654822335027e-05,-96.26659168015712,19657.87633331824,19658.11204548156,80874.4749479086,159007.27087419207,386441369.1927072,4.114050970957696,0.0063060185577414095,6.870045068048152,0.028879720723579815,4.898477157360406e-06,0.24468422722945096,2650000.000000108,0.033629441624365486,2521605.6879550694,0.03200007218216963,311453.002497115,0.003952449270267796,,
wumu/case_0912_T1395p495K,simulation,wumu,wumu,wumu/case_0912_T1395p495K,1395.495,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3152,6.345177664974361e-09,157600000.0000064,6.34517766497462e-09,2e-05,1.9993654822335027e-05,-96.21380698170988,19659.46341395246,19659.69884869016,80866.01303784967,159024.0351042407,386503758.8211893,4.113288492373697,0.006301012141907395,6.87020026698427,0.028879720723579815,4.898477157360406e-06,0.24468422722945096,2650000.000000108,0.033629441624365486,2521632.5018533543,0.03200041246006664,312320.8358270382,0.003963462383591694,,
wumu/case_0913_T1396p697K,simulation,wumu,wumu,wumu/case_0913_T1396p697K,1396.697,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3152,6.345177664974361e-09,157600000.0000064,6.34517766497462e-09,2e-05,1.9993654822335027e-05,-96.10336167171445,19661.04821167438,19661.283087273547,80855.67542964262,159037.11519633594,386566052.6379089,4.112431272706678,0.006287213230623108,6.870359051499621,0.028879720723579815,4.898477157360406e-06,0.24468422722945096,2650000.000000108,0.033629441624365486,2521688.944204544,0.032001128733558905,314269.1116015411,0.003988186695450867,,
wumu/case_0914_T1397p898K,simulation,wumu,wumu,wumu/case_0914_T1397p898K,1397.898,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3151,6.3471913678198505e-09,157549999.99999726,6.3471913678197405e-09,2e-05,1.9993652808632183e-05,-95.93578359669725,19662.527441543185,19662.761481135174,80925.16244669583,159109.10151178724,386624189.0640131,4.1156560091692596,0.006264695305703186,6.870526632005187,0.028888888888888888,4.90003173595684e-06,0.24476190476190476,2349999.999999959,0.029831799428752775,2521774.244043756,0.03201236742676991,317252.4710816451,0.004027324291737869,,
wumu/case_0915_T1399p099K,simulation,wumu,wumu,wumu/case_0915_T1399p099K,1399.099,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3151,6.3471913678198505e-09,157549999.99999726,6.3471913678197405e-09,2e-05,1.9993652808632183e-05,-95.71057293905811,19664.1010169629,19664.333940387958,80920.68845562475,159095.36004463973,386686029.3190938,4.115099382513246,0.0062335658949162764,6.870701840292309,0.028888888888888888,4.90003173595684e-06,0.24476190476190476,2349999.999999959,0.029831799428752775,2521888.895234544,0.03201382285286687,321253.35348035186,0.0040781130241873366,,
wumu/case_0916_T1400p300K,simulation,wumu,wumu,wumu/case_0916_T1400p300K,1400.3,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3151,6.3471913678198505e-09,157549999.99999726,6.3471913678197405e-09,2e-05,1.9993652808632183e-05,-95.42817627337193,19665.665706460873,19665.89723900484,80914.33734831298,159084.92173362878,386747514.2150982,4.114449311157263,0.006193937221958483,6.870889819495587,0.028888888888888888,4.90003173595684e-06,0.24476190476190476,2349999.999999959,0.029831799428752775,2522032.081127174,0.032015640509390264,326210.0522634095,0.00414103525564475,,
wumu/case_0917_T1401p502K,simulation,wumu,wumu,wumu/case_0917_T1401p502K,1401.502,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3151,6.3471913678198505e-09,157549999.99999726,6.3471913678197405e-09,2e-05,1.9993652808632183e-05,-95.08882521179949,19667.219365374924,19667.449235995464,80906.10714225577,159101.8346939328,386808559.4504585,4.11370616349074,0.006145967730029073,6.871093526597257,0.028888888888888888,4.90003173595684e-06,0.24476190476190476,2349999.999999959,0.029831799428752775,2522203.295651516,0.032017813972092156,332062.67199744395,0.004215330650554741,,
wumu/case_0918_T1402p703K,simulation,wumu,wumu,wumu/case_0918_T1402p703K,1402.703,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3151,6.3471913678198505e-09,157549999.99999726,6.3471913678197405e-09,2e-05,1.9993652808632183e-05,-94.69278853830542,19668.759886343658,19668.98782832616,80895.99593547727,159115.0529965802,386869082.1908426,4.112870303319597,0.006089844734463882,6.8713158453042515,0.028888888888888888,4.90003173595684e-06,0.24476190476190476,2349999.999999959,0.029831799428752775,2522401.9631035374,0.03202033593276524,338745.64652614086,0.004300166887034551,,
wumu/case_0919_T1403p904K,simulation,wumu,wumu,wumu/case_0919_T1403p904K,1403.904,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3150,6.349206349206517e-09,157499999.99999583,6.34920634920635e-09,2e-05,1.9993650793650794e-05,-94.24153493456258,19670.184163051053,19670.409921383216,80964.52956110418,159183.89384471986,386925026.47525126,4.116057056497315,0.006025898005235764,6.871561462406636,0.028898062877103843,4.901587301587302e-06,0.24483963162908862,2349999.999999938,0.029841269841269846,2522626.7560549546,0.032033355632444714,346178.5470292133,0.004395918057513936,,
wumu/case_0920_T1405p105K,simulation,wumu,wumu,wumu/case_0920_T1405p105K,1405.105,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3150,6.349206349206517e-09,157499999.99999583,6.34920634920635e-09,2e-05,1.9993650793650794e-05,-93.73322276120952,19671.692291433716,19671.915603872993,80960.29350361894,159170.23768589238,386984263.5259018,4.115526679449537,0.005954157957449422,6.871829255402113,0.028898062877103843,4.901587301587302e-06,0.24483963162908862,2349999.999999938,0.029841269841269846,2522878.2965107705,0.032036549796963014,354313.93711964076,0.004499224598344764,,
wumu/case_0921_T1406p306K,simulation,wumu,wumu,wumu/case_0921_T1406p306K,1406.306,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3150,6.349206349206517e-09,157499999.99999583,6.34920634920635e-09,2e-05,1.9993650793650794e-05,-93.16924294964399,19673.181237282846,19673.401853843417,80954.17501274282,159162.6386232995,387042740.50280964,4.114904764014035,0.005874984941425583,6.872123776661746,0.028898062877103843,4.901587301587302e-06,0.24483963162908862,2349999.999999938,0.029841269841269846,2523155.1700466634,0.03204006565138705,363069.8011273855,0.004610410173046288,,
