run_type,run_label,sample_id,node_id,x_m,y_m,x_norm,y_norm,target_temperature_k,predicted_temperature_k,error_k
steady,??,worker_01_case_0001_T0301p201K,67955,0.05025000125169754,0.0007335281698033214,0.5025000050291418,0.0366764093099477,301.2011413574219,303.19012451171875,1.988983154296875
steady,??,worker_01_case_0001_T0301p201K,13982,0.0494999997317791,0.0008201306918635964,0.49499998994171635,0.04100653550974732,301.2011413574219,303.4296875,2.228546142578125
steady,??,worker_01_case_0001_T0301p201K,75674,0.049550000578165054,0.0012531434185802937,0.4954999983981252,0.06265717232951162,301.20111083984375,303.25567626953125,2.0545654296875
steady,??,worker_01_case_0001_T0301p201K,90888,0.04935000091791153,0.0014263484627008438,0.4935000018253922,0.07131742472911086,301.2010803222656,303.5738525390625,2.372772216796875
steady,??,worker_01_case_0001_T0301p201K,74944,0.04969999939203262,0.0016861561452969909,0.4969999865144493,0.08430780914927592,301.2010803222656,303.64752197265625,2.446441650390625
steady,??,worker_01_case_0001_T0301p201K,36265,0.05025000125169754,0.001945963711477816,0.5025000050291418,0.09729818774867477,301.2010498046875,303.28729248046875,2.08624267578125
steady,??,worker_01_case_0001_T0301p201K,54500,0.05054999887943268,0.002119168872013688,0.5054999812617901,0.10595844596904024,301.2010498046875,303.4229736328125,2.221923828125
steady,??,worker_01_case_0001_T0301p201K,16254,0.04960000142455101,0.0023789764381945133,0.49600000685453405,0.11894882456843908,301.2010192871094,303.3768310546875,2.175811767578125
steady,??,worker_01_case_0001_T0301p201K,30670,0.04969999939203262,0.0025521814823150635,0.4969999865144493,0.1276090769680383,301.2010192871094,303.11492919921875,1.913909912109375
steady,??,worker_01_case_0001_T0301p201K,91646,0.04984999820590019,0.0028119890484958887,0.49849997463077345,0.14059945556743716,301.20098876953125,303.41961669921875,2.2186279296875
steady,??,worker_01_case_0001_T0301p201K,5610,0.050200000405311584,0.0030717968475073576,0.501999996572733,0.15358984580836846,301.20098876953125,303.4781494140625,2.27716064453125
steady,??,worker_01_case_0001_T0301p201K,34600,0.04944999888539314,0.0031583993695676327,0.4944999814853075,0.15791997200816807,301.2009582519531,303.3468017578125,2.145843505859375
steady,??,worker_01_case_0001_T0301p201K,34652,0.050050001591444016,0.003331604413688183,0.5005000084564089,0.1665802244077673,301.2009582519531,303.469482421875,2.268524169921875
steady,??,worker_01_case_0001_T0301p201K,60819,0.050999999046325684,0.003591411979869008,0.5099999828636649,0.17957060300716615,301.200927734375,303.28680419921875,2.08587646484375
steady,??,worker_01_case_0001_T0301p201K,64439,0.049150001257658005,0.003678014501929283,0.49150000525265924,0.18390072920696576,301.200927734375,303.20709228515625,2.00616455078125
steady,??,worker_01_case_0001_T0301p201K,66832,0.0494999997317791,0.0037646170239895582,0.49499998994171635,0.1882308554067654,301.200927734375,303.49273681640625,2.29180908203125
steady,??,worker_01_case_0001_T0301p201K,17668,0.04910000041127205,0.003937822300940752,0.4909999967962504,0.19689111944789706,301.2008972167969,303.05926513671875,1.858367919921875
steady,??,worker_01_case_0001_T0301p201K,81208,0.049400001764297485,0.004284232389181852,0.49400001028180107,0.21421162424709553,301.2008972167969,303.6771240234375,2.476226806640625
steady,??,worker_01_case_0001_T0301p201K,77383,0.04964999854564667,0.004370834678411484,0.49649997805804047,0.2185417388053627,301.20086669921875,303.5234375,2.32257080078125
steady,??,worker_01_case_0001_T0301p201K,12434,0.049400001764297485,0.0044574374333024025,0.49400001028180107,0.22287187664669478,301.20086669921875,303.24127197265625,2.0404052734375
steady,??,worker_01_case_0001_T0301p201K,20067,0.04969999939203262,0.004630642477422953,0.4969999865144493,0.231532129046294,301.20086669921875,303.32318115234375,2.122314453125
steady,??,worker_01_case_0001_T0301p201K,62988,0.049400001764297485,0.004977052565664053,0.49400001028180107,0.24885263384549247,301.2008361816406,303.65771484375,2.456878662109375
steady,??,worker_01_case_0001_T0301p201K,111095,0.0494999997317791,0.005150257609784603,0.49499998994171635,0.2575128862450917,301.2008361816406,303.335205078125,2.134368896484375
steady,??,worker_01_case_0001_T0301p201K,108085,0.050450000911951065,0.005410065408796072,0.5045000016018748,0.270503276486023,301.2008056640625,303.298095703125,2.0972900390625
steady,??,worker_01_case_0001_T0301p201K,55519,0.04960000142455101,0.005669873207807541,0.49600000685453405,0.2834936667269543,301.2007751464844,303.21710205078125,2.016326904296875
steady,??,worker_01_case_0001_T0301p201K,83116,0.05025000125169754,0.005756475497037172,0.5025000050291418,0.28782378128522146,301.2007751464844,303.25146484375,2.050689697265625
steady,??,worker_01_case_0001_T0301p201K,103430,0.05034999921917915,0.0059296805411577225,0.5034999846890571,0.2964840336848207,301.2007751464844,303.55987548828125,2.359100341796875
steady,??,worker_01_case_0001_T0301p201K,14689,0.04969999939203262,0.0063626933842897415,0.4969999865144493,0.3181346763253512,301.20074462890625,303.42901611328125,2.228271484375
steady,??,worker_01_case_0001_T0301p201K,71077,0.05065000057220459,0.006622500717639923,0.5064999981746078,0.3311250432832176,301.2007141113281,303.43292236328125,2.232208251953125
steady,??,worker_01_case_0001_T0301p201K,58050,0.050450000911951065,0.0067957062274217606,0.5045000016018748,0.33978531896588177,301.2007141113281,303.19244384765625,1.991729736328125
steady,??,worker_01_case_0001_T0301p201K,44659,0.04924999922513962,0.006968911271542311,0.4924999849125745,0.348445571365481,301.20068359375,303.2994384765625,2.0987548828125
steady,??,worker_01_case_0001_T0301p201K,22250,0.05040000006556511,0.007228718604892492,0.503999993145466,0.36143593832334736,301.20068359375,303.23321533203125,2.03253173828125
steady,??,worker_01_case_0001_T0301p201K,6927,0.05079999938607216,0.007575128693133593,0.5079999862909319,0.37875644312254586,301.2006530761719,303.25433349609375,2.053680419921875
steady,??,worker_01_case_0001_T0301p201K,45426,0.050050001591444016,0.007834936492145061,0.5005000084564089,0.39174683336347715,301.20062255859375,303.70220947265625,2.5015869140625
steady,??,worker_01_case_0001_T0301p201K,29255,0.050599999725818634,0.00792153924703598,0.5059999897181989,0.3960769712048092,301.20062255859375,303.2978515625,2.09722900390625
steady,??,worker_01_case_0001_T0301p201K,65167,0.049150001257658005,0.008181346580386162,0.49150000525265924,0.4090673381626756,301.2005920410156,303.27984619140625,2.079254150390625
steady,??,worker_01_case_0001_T0301p201K,60899,0.049949999898672104,0.008354552090168,0.49949999154359115,0.41772761384533974,301.2005920410156,303.40728759765625,2.206695556640625
steady,??,worker_01_case_0001_T0301p201K,37889,0.05054999887943268,0.008527756668627262,0.5054999812617901,0.4263878429618741,301.2005920410156,303.30828857421875,2.107696533203125
steady,??,worker_01_case_0001_T0301p201K,19984,0.049400001764297485,0.00861435942351818,0.49400001028180107,0.4307179808032061,301.2005615234375,303.06585693359375,1.86529541015625
steady,??,worker_01_case_0001_T0301p201K,37530,0.049150001257658005,0.0087009621784091,0.49150000525265924,0.4350481186445382,301.2005615234375,303.32183837890625,2.12127685546875
steady,??,worker_01_case_0001_T0301p201K,39288,0.0494999997317791,0.009307179600000381,0.49499998994171635,0.46535899040160306,301.2005310058594,303.3583984375,2.157867431640625
steady,??,worker_01_case_0001_T0301p201K,91032,0.05054999887943268,0.0093937823548913,0.5054999812617901,0.4696891282429351,301.20050048828125,303.5758056640625,2.37530517578125
steady,??,worker_01_case_0001_T0301p201K,108099,0.049550000578165054,0.009566986933350563,0.4954999983981252,0.4783493573594695,301.20050048828125,303.30279541015625,2.102294921875
steady,??,worker_01_case_0001_T0301p201K,107564,0.05009999871253967,0.009653589688241482,0.5009999796599153,0.48267949520080156,301.20050048828125,303.61297607421875,2.4124755859375
steady,??,worker_01_case_0001_T0301p201K,1255,0.05000000074505806,0.009999999776482582,0.5,0.5,301.2004699707031,303.0999755859375,1.899505615234375
steady,??,worker_01_case_0001_T0301p201K,146294,0.049903810024261475,0.010161356069147587,0.4990380928063677,0.50806781481358,301.1997375488281,303.60455322265625,2.404815673828125
steady,??,worker_01_case_0001_T0301p201K,231803,0.05075014755129814,0.010242010466754436,0.5075014679506202,0.5121005347840607,301.1997375488281,303.32464599609375,2.124908447265625
steady,??,worker_01_case_0001_T0301p201K,211955,0.0491982065141201,0.01047672238200903,0.4919820578100971,0.5238361308091014,301.19970703125,303.558349609375,2.358642578125
steady,??,worker_01_case_0001_T0301p201K,128927,0.050700001418590546,0.010820130817592144,0.5070000066310166,0.541006552972046,301.19970703125,302.982421875,1.78271484375
steady,??,worker_01_case_0001_T0301p201K,167901,0.05054999887943268,0.010906733572483063,0.5054999812617901,0.545336690813378,301.19970703125,303.19451904296875,1.99481201171875
steady,??,worker_01_case_0001_T0301p201K,213426,0.04969999939203262,0.010993335396051407,0.4969999865144493,0.5496667820885803,301.1996765136719,302.982177734375,1.782501220703125
steady,??,worker_01_case_0001_T0301p201K,213136,0.04975000023841858,0.011253143660724163,0.4974999949708582,0.5626571956125765,301.1996765136719,303.2034912109375,2.003814697265625
steady,??,worker_01_case_0001_T0301p201K,216498,0.04964999854564667,0.011426348239183426,0.49649997805804047,0.5713174247291108,301.19964599609375,303.1962890625,1.99664306640625
steady,??,worker_01_case_0001_T0301p201K,123196,0.04960000142455101,0.011686156503856182,0.49600000685453405,0.5843078382531071,301.19964599609375,303.21429443359375,2.0146484375
steady,??,worker_01_case_0001_T0301p201K,145492,0.0502999983727932,0.011859361082315445,0.5029999762326482,0.5929680673696414,301.1996154785156,302.762939453125,1.563323974609375
steady,??,worker_01_case_0001_T0301p201K,228809,0.049550000578165054,0.011945963837206364,0.4954999983981252,0.5972982052109734,301.1996154785156,303.635498046875,2.435882568359375
steady,??,worker_01_case_0001_T0301p201K,228757,0.049949999898672104,0.012119168415665627,0.49949999154359115,0.6059584343275077,301.1996154785156,303.4962158203125,2.296600341796875
steady,??,worker_01_case_0001_T0301p201K,179480,0.04975000023841858,0.012292373925447464,0.4974999949708582,0.6146187100101719,301.1995849609375,303.30145263671875,2.10186767578125
steady,??,worker_01_case_0001_T0301p201K,151533,0.04919999837875366,0.012552181258797646,0.49199997645616567,0.6276090769680384,301.1995849609375,303.46746826171875,2.26788330078125
steady,??,worker_01_case_0001_T0301p201K,120568,0.051100000739097595,0.012898591347038746,0.5109999997764826,0.6449295817672368,301.1995544433594,303.58526611328125,2.385711669921875
steady,??,worker_01_case_0001_T0301p201K,120553,0.04960000142455101,0.013071796856820583,0.49600000685453405,0.653589857449901,301.19952392578125,303.3184814453125,2.11895751953125
steady,??,worker_01_case_0001_T0301p201K,143946,0.0494999997317791,0.013245001435279846,0.49499998994171635,0.6622500865664352,301.19952392578125,303.5216064453125,2.32208251953125
steady,??,worker_01_case_0001_T0301p201K,164231,0.050850000232458115,0.013504809699952602,0.5084999947473408,0.6752405000904315,301.19952392578125,303.7088623046875,2.50933837890625
steady,??,worker_01_case_0001_T0301p201K,160340,0.050200000405311584,0.013937822543084621,0.501999996572733,0.696891142730962,301.1994934082031,303.1434326171875,1.943939208984375
steady,??,worker_01_case_0001_T0301p201K,161204,0.04975000023841858,0.014024424366652966,0.4974999949708582,0.7012212340061642,301.199462890625,302.8311767578125,1.6317138671875
